Title,URL,Site,Short Intro,Category,Sub-Category,Language,Rating,Duration,is_paid,level
From Waterloo to the Rhine: The British Army 1815-1945,https://www.futurelearn.com/courses/waterloo-to-the-rhine,Future Learn,"Examine one of the UK’s most storied institutions, and how 130 years of social, cultural and military change have shaped it.",unknown,general,English,0.0,4.0,,
Propaganda and Ideology in Everyday Life,https://www.futurelearn.com/courses/propaganda,Future Learn,"Find out how propaganda is used to instil political ideologies and its impact on our daily lives, with this free online course.",unknown,general,English,0.0,5.0,,
Accounting for Death in War: Separating Fact from Fiction,https://www.futurelearn.com/courses/accounting-death-war,Future Learn,"Discover the main methods used to account for war deaths, how they've been used and practice using them yourself.",unknown,general,English,0.0,3.0,,
Learning from the Past: A Guide for the Curious Researcher,https://www.futurelearn.com/courses/learning-from-the-past,Future Learn,"Learn how to understand the past to explain the present, and get to know the amazing sources and resources of the British Library.",unknown,general,English,0.0,3.0,,
Black Agency: Resistance and Resilience,https://www.futurelearn.com/courses/black-agency-resistance-and-resilience,Future Learn,Explore the history of anti-Black racism and reflect on how Black and non-Black people can build resilience to confront prejudice.,unknown,general,English,0.0,3.0,,
U.S. Anti-Black Racism,https://www.futurelearn.com/courses/us-anti-black-racism,Future Learn,Discover the history of racism in America and explore how racism and anti-Blackness is systemic in American society.,unknown,general,English,0.0,3.0,,
Early Modern Scottish Palaeography: Reading Scotland's Records,https://www.futurelearn.com/courses/ems-palaeography,Future Learn,Travel back in time through Scottish history by examining early modern Scottish handwriting.,unknown,general,English,0.0,3.0,,
Literature of the English Country House,https://www.futurelearn.com/courses/country-house-literature,Future Learn,Examine representations of English country houses throughout literature and develop your own interpretations of the texts.,unknown,general,English,0.0,6.0,,
Empire: the Controversies of British Imperialism,https://www.futurelearn.com/courses/empire,Future Learn,The British Empire continues to cause enormous disagreement among historians. Find out why and join the debate.,unknown,general,English,0.0,6.0,,
Archaeology and the Battle of Dunbar 1650: From the Scottish Battlefield to the New World,https://www.futurelearn.com/courses/battle-of-dunbar-1650,Future Learn,"Discover how science, history and archaeology unlocked the stories of the soldiers from the Battle of Dunbar 1650.",unknown,general,English,0.0,6.0,,
"World War 1: Trauma, Memory, Controversy",https://www.futurelearn.com/courses/ww1-trauma,Future Learn,Explore the traumatic effects of WW1 on soldiers and civilians. Discover how we remember and debate the history of this war.,unknown,general,English,0.0,4.0,,
The Tudors,https://www.futurelearn.com/courses/the-tudors,Future Learn,Go back in time to learn about the dramatic rule of the Tudor monarchs and religious change of the sixteenth century reformation.,unknown,general,English,0.0,6.0,,
The Book of Kells: Exploring an Irish Medieval Masterpiece,https://www.futurelearn.com/courses/book-of-kells,Future Learn,"Discover medieval Ireland using the Book of Kells, a ninth-century manuscript featuring the four gospels of the new testament. ",unknown,general,English,0.0,4.0,,
The History of the Book in the Early Modern Period: 1450 to 1800,https://www.futurelearn.com/courses/history-of-the-book,Future Learn,Explore the history of the book during the early modern period and learn how the invention of printing revolutionized our world.,unknown,general,English,0.0,4.0,,
Health and Wellbeing in the Ancient World,https://www.futurelearn.com/courses/ancient-health,Future Learn,"Use literary and archaeological evidence to see how ancient Greeks and Romans approached health, well-being and societal issues.",unknown,general,English,0.0,6.0,,
Shakespeare: Print and Performance,https://www.futurelearn.com/courses/shakespeare,Future Learn,"Learn about Shakespeare in print and performance around the world, from early modern times to today.",unknown,general,English,0.0,4.0,,
Preserving Norwegian Stave Churches,https://www.futurelearn.com/courses/norwegian-stave-churches,Future Learn,Stave Churches are an important part of Norway's heritage. Discover how Norwegian Stave Churches have been restored and preserved.,unknown,general,English,0.0,2.0,,
Introduction to Quantum Computing,https://www.futurelearn.com/courses/introduction-to-quantum-computing,Future Learn,Learn the fundamentals of quantum computing and discover its real-world applications.,unknown,general,English,0.0,2.0,,
Understanding the Internet,https://www.futurelearn.com/courses/understanding-the-internet,Future Learn,"Discover the inner workings of the internet, its history, applications, and global governance protocols.",unknown,general,English,0.0,4.0,,
Introduction to Plant Phenotyping Technologies,https://www.futurelearn.com/courses/plant-phenotyping-technologies,Future Learn,Learn about technologies used in plant phenotyping and their effect on data collection and analysis of plant traits.,unknown,general,English,0.0,4.0,,
Introduction to Machine Learning on AWS,https://www.futurelearn.com/courses/introduction-to-machine-learning-on-aws,Future Learn,Gain the knowledge and tools to navigate Amazon Web Services (AWS) and begin using machine learning services.,unknown,general,English,0.0,2.0,,
Introduction to Information Security Management,https://www.futurelearn.com/courses/introduction-to-information-security-management,Future Learn,Build your fundamental knowledge of information security management and how it defends an organisation’s data from threats.,unknown,general,English,0.0,2.0,,
Architecting Solutions on AWS,https://www.futurelearn.com/courses/architecting-solutions-on-aws,Future Learn,Gain the knowledge and tools to navigate Amazon Web Services (AWS) and begin your career as a successful solutions architect.,unknown,general,English,0.0,4.0,,
Intermediate and Advanced Javascript,https://www.futurelearn.com/courses/intermediate-and-advanced-javascript,Future Learn,Enhance the interactivity of your web pages and improve user experiences by learning intermediate concepts in JavaScript.,unknown,general,English,0.0,4.0,,
Neurociencia y Metaverso,https://www.futurelearn.com/courses/neurociencia-y-metaverso,Future Learn,Para interesados en los procesos cerebrales involucrados en la apropiación de los desarrollos tecnológicos como el metarverso.,unknown,general,English,0.0,4.0,,
Cybercrime Prevention and Protection,https://www.futurelearn.com/courses/cybercrime-prevention-and-protection,Future Learn,"Investigate cybersecurity protocol and procedures, and examine the challenges faced when trying to protect online environments. ",unknown,general,English,0.0,4.0,,
Digital Skills: Artificial Intelligence,https://www.futurelearn.com/courses/artificial-intelligence,Future Learn,"132,883 enrolled on this course",unknown,general,English,0.0,3.0,,
Digital Skills: Mobile,https://www.futurelearn.com/courses/digital-skills-mobile,Future Learn,"63,969 enrolled on this course",unknown,general,English,0.0,3.0,,
Digital Skills: Social Media,https://www.futurelearn.com/courses/digital-skills-social-media,Future Learn,"184,027 enrolled on this course",unknown,general,English,0.0,2.0,,
Digital Skills: User Experience,https://www.futurelearn.com/courses/digital-skills-user-experience,Future Learn,"165,513 enrolled on this course",unknown,general,English,0.0,3.0,,
Designing Human-Centred AI Products and Services,https://www.futurelearn.com/courses/designing-human-centred-ai-products-and-services,Future Learn,Learn how to design collaborative artificial intelligence (AI) services and products that benefit human values.,unknown,general,English,0.0,6.0,,
A Beginner's Guide to Kubernetes for Container Orchestration,https://www.futurelearn.com/courses/a-beginners-guide-to-kubernetes-for-container-orchestration,Future Learn,Gain essential Kubernetes knowledge and develop the practical skills you need to become a DevOps professional.,unknown,general,English,0.0,3.0,,
A Beginner’s Guide to VCS and Git,https://www.futurelearn.com/courses/a-beginners-guide-to-vcs-and-git,Future Learn,Gain essential software engineering skills as you learn how to use Git Version Control Systems to help enhance your workflow.,unknown,general,English,0.0,1.0,,
